Titulo,Preco,Bairro,Cidade,Endereco,Metragem,Quartos,Banheiros,Vagas,Link
"Apartamento para comprar com 68 m², 2 quartos, 2 banheiros, 1 vaga em
Jardim Atlântico, Goiânia",R$ 450.000,Jardim Atlântico,Goiânia,Avenida Leblon,68 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jardim-atlantico-goiania-go-68m2-id-2853520525/?source=ranking%2Crp
"Apartamento para comprar com 144-318 m², 3 quartos, 3 banheiros, 2 vagas em
PLATZ 36 BY BRASAL",R$ 1.608.603,PLATZ 36 BY BRASAL,N/A,"Rua T 36, Setor Bueno, Goiânia",144 m²,3,3,2,https://www.zapimoveis.com.br/lancamentos/platz-36-by-brasal-id-2810033765/?development_unit_id=2810036544&source=ranking%2Crp
"Sobrado para comprar com 836 m², 5 quartos, 5 banheiros em
Residencial Aldeia do Vale, Goiânia",R$ 10.500.000,Residencial Aldeia do Vale,Goiânia,Avenida Floresta,836 m²,5,5,N/A,https://www.zapimoveis.com.br/imovel/venda-sobrados-5-quartos-com-churrasqueira-residencial-aldeia-do-vale-goiania-go-836m2-id-2673789318/?source=ranking%2Crp
"Apartamento para comprar com 79 m², 3 quartos, 2 banheiros, 2 vagas em
Aeroviário, Goiânia",R$ 650.000,Aeroviário,Goiânia,Avenida Industrial,79 m²,3,2,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-aeroporto-goiania-go-79m2-id-2779270314/?source=ranking%2Crp
"Imóvel para comprar com 142 m², 3 quartos, 2 banheiros, 3 vagas em
Setor Garavelo, Goiânia",R$ 360.000,Setor Garavelo,Goiânia,Rua 4-B,142 m²,3,2,3,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-setor-garavelo-goiania-142m2-id-2865350975/?source=ranking%2Crp
"Apartamento para comprar com 89 m², 3 quartos, 3 banheiros, 2 vagas em
Parque Amazônia, Goiânia",R$ 650.000,Parque Amazônia,Goiânia,Avenida Feira de Santana,89 m²,3,3,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-parque-amazonia-goiania-89m2-id-2865305760/?source=ranking%2Crp
"Apartamento para comprar com 59 m², 2 quartos, 2 banheiros, 1 vaga em
Setor Negrão de Lima, Goiânia",R$ 315.000,Setor Negrão de Lima,Goiânia,Rua 410,59 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-negrao-de-lima-goiania-59m2-id-2865340073/?source=ranking%2Crp
"Apartamento para comprar com 90 m², 3 quartos, 4 banheiros, 2 vagas em
Jardim América, Goiânia",R$ 499.000,Jardim América,Goiânia,Rua C125,90 m²,3,4,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-jardim-america-goiania-90m2-id-2865526862/?source=ranking%2Crp
"Ponto comercial/Loja/Box para comprar com 37-244 m², 1 vaga em
METROPOLITAN GENEBRA",R$ 699.000,METROPOLITAN GENEBRA,N/A,"Rua 52, Jardim Goiás, Goiânia",47 m²,N/A,N/A,1,https://www.zapimoveis.com.br/lancamentos/metropolitan-genebra-id-2821041525/?development_unit_id=2821039869&source=ranking%2Crp
"Casa para comprar com 90 m², 2 quartos, 2 banheiros, 2 vagas em
Da Vitória, Goiânia",R$ 319.000,Da Vitória,Goiânia,Rua A1,90 m²,2,2,2,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-da-vitoria-goiania-90m2-id-2865311477/?source=ranking%2Crp
"Apartamento para comprar com 62 m², 2 quartos, 1 banheiro, 1 vaga em
Setor Bueno, Goiânia",R$ 420.000,Setor Bueno,Goiânia,Rua T 37,62 m²,2,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-bueno-goiania-62m2-id-2865282671/?source=ranking%2Crp
"Casa de condomínio para comprar com 76 m², 3 quartos, 2 banheiros, 2 vagas em
Vila Jardim Pompéia, Goiânia",R$ 575.000,Vila Jardim Pompéia,Goiânia,Avenida Presidente Kennedy,76 m²,3,2,2,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-vila-jardim-pompeia-goiania-76m2-id-2865454267/?source=ranking%2Crp
"Apartamento para comprar com 64 m², 2 quartos, 1 banheiro em
Jardim América, Goiânia",R$ 220.000,Jardim América,Goiânia,Rua C136,64 m²,2,1,N/A,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-armario-embutido-jardim-america-goiania-64m2-id-2865559465/?source=ranking%2Crp
"Casa para comprar com 75 m², 2 quartos, 2 banheiros, 2 vagas em
Jardim Fonte Nova, Goiânia",R$ 330.000,Jardim Fonte Nova,Goiânia,Avenida Fonte Nova,75 m²,2,2,2,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-grande-jardim-fonte-nova-goiania-75m2-id-2865077086/?source=ranking%2Crp
"Apartamento para comprar com 60 m², 2 quartos, 2 banheiros, 1 vaga em
Aeroviário, Goiânia",R$ 430.000,Aeroviário,Goiânia,Avenida 24 de Outubro,60 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-aeroviario-goiania-60m2-id-2863995288/?source=ranking%2Crp
"Apartamento para comprar com 65-97 m², 2 quartos, 2 banheiros, 1 vaga em
UPTOWN HOME",R$ 518.500,UPTOWN HOME,N/A,"Avenida dos Alpes, Jardim Europa, Goiânia",76 m²,3,2,2,https://www.zapimoveis.com.br/lancamentos/uptown-home-id-2809204721/?development_unit_id=2809204816&source=ranking%2Crp
"Apartamento para comprar com 57 m², 2 quartos, 2 banheiros, 1 vaga em
Setor Sudoeste, Goiânia",R$ 365.000,Setor Sudoeste,Goiânia,Rua C83,57 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-sudoeste-goiania-57m2-id-2865348462/?source=ranking%2Crp
"Apartamento para comprar com 72 m², 2 quartos, 2 banheiros, 1 vaga em
Setor Bueno, Goiânia",R$ 420.000,Setor Bueno,Goiânia,Rua T 51,72 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-setor-bueno-goiania-72m2-id-2865454260/?source=ranking%2Crp
"Casa para comprar com 96 m², 2 quartos, 2 banheiros, 2 vagas em
Residencial Brisas da Mata, Goiânia",R$ 280.000,Residencial Brisas da Mata,Goiânia,Rua BM4,96 m²,2,2,2,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-mobiliado-residencial-brisas-da-mata-goiania-96m2-id-2865082297/?source=ranking%2Crp
"Casa para comprar com 90 m², 3 quartos, 1 banheiro, 2 vagas em
Da Vitória, Goiânia",R$ 325.000,Da Vitória,Goiânia,Rua A10,90 m²,3,1,2,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-da-vitoria-goiania-90m2-id-2865294266/?source=ranking%2Crp
"Apartamento para comprar com 63 m², 2 quartos, 2 banheiros, 2 vagas em
Jardim Atlântico, Goiânia",R$ 450.000,Jardim Atlântico,Goiânia,Rua do Siri,63 m²,2,2,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-jardim-atlantico-goiania-63m2-id-2865289454/?source=ranking%2Crp
"Apartamento para comprar com 62 m², 2 quartos, 2 banheiros, 1 vaga em
Parque Amazônia, Goiânia",R$ 518.568,Parque Amazônia,Goiânia,Avenida Jandiá,62 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-parque-amazonia-goiania-62m2-id-2852857657/?source=ranking%2Crp
"Apartamento para comprar com 78-219 m², 1 quarto, 1 banheiro, 2 vagas em
MAESTRO RESIDENZA",R$ 930.848,MAESTRO RESIDENZA,N/A,"Rua 22, Setor Oeste, Goiânia",78 m²,1,1,2,https://www.zapimoveis.com.br/lancamentos/maestro-residenza-id-2810046867/?development_unit_id=2829635021&source=ranking%2Crp
"Apartamento para comprar com 76-77 m², 3 quartos, 2 banheiros, 1 vaga em
Setor Bela Vista, Goiânia",R$ 380.000,Setor Bela Vista,Goiânia,Rua S 5,76-77 m²,3,2,1,
"Casa para comprar com 98 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Petrópolis, Goiânia",R$ 430.000,Jardim Petrópolis,Goiânia,Rua Aporé,98 m²,3,2,2,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-jardim-petropolis-goiania-98m2-id-2865582767/?source=ranking%2Crp
"Apartamento para comprar com 81 m², 3 quartos, 3 banheiros, 2 vagas em
Residencial Eldorado, Goiânia",R$ 480.000,Residencial Eldorado,Goiânia,Avenida Ravena,81 m²,3,3,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-residencial-eldorado-goiania-81m2-id-2865544581/?source=ranking%2Crp
"Casa para comprar com 132 m², 3 quartos, 1 banheiro, 3 vagas em
Setor Três Marias, Goiânia",R$ 630.000,Setor Três Marias,Goiânia,Avenida Barcelona,132 m²,3,1,3,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-varanda-gourmet-setor-tres-marias-goiania-132m2-id-2864816561/?source=ranking%2Crp
"Casa para comprar com 70 m², 2 quartos, 2 banheiros, 2 vagas em
Residencial Forteville, Goiânia",R$ 268.000,Residencial Forteville,Goiânia,Rua Raul Manoel Pereira,70 m²,2,2,2,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-residencial-forteville-goiania-70m2-id-2865083670/?source=ranking%2Crp
"Casa para comprar com 96 m², 2 quartos, 2 banheiros, 2 vagas em
Residencial Brisas da Mata, Goiânia",R$ 280.000,Residencial Brisas da Mata,Goiânia,Rua BM28,96 m²,2,2,2,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-mobiliado-residencial-brisas-da-mata-goiania-96m2-id-2865082672/?source=ranking%2Crp
"Apartamento para comprar com 41-104 m², 1 quarto, 1 banheiro, 1 vaga em
SOHO BUENO",R$ 724.103,SOHO BUENO,N/A,"Avenida T 8, Setor Bueno, Goiânia",70 m²,2,2,1,https://www.zapimoveis.com.br/lancamentos/soho-bueno-id-2809951698/?development_unit_id=2809954834&source=ranking%2Crp
"Apartamento para comprar com 170 m², 3 quartos, 5 banheiros em
Jardim América, Goiânia",R$ 1.950.000,Jardim América,Goiânia,Rua C238,170 m²,3,5,N/A,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-america-goiania-go-170m2-id-2854209713/?source=ranking%2Crp
"Apartamento para comprar com 35-70 m², 1 quarto, 1 banheiro, 1 vaga em
SMART 36",R$ 509.141,SMART 36,N/A,"Rua T 36, Setor Bueno, Goiânia",35 m²,1,1,2,https://www.zapimoveis.com.br/lancamentos/smart-36-id-2835720338/?development_unit_id=2835714528&source=ranking%2Crp
"Sala/Conjunto para comprar com 37 m², 1 banheiro, 1 vaga em
Vila Maria José, Goiânia",R$ 350.000,Vila Maria José,Goiânia,Avenida Engenheiro Eurico Viana,37 m²,N/A,1,1,https://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-com-hall-de-entrada-vila-maria-jose-goiania-go-37m2-id-2864595653/?source=ranking%2Crp
"Apartamento para comprar com 182 m², 3 quartos, 4 banheiros, 3 vagas em
Setor Bueno, Goiânia",R$ 1.950.000,Setor Bueno,Goiânia,Praça T 23,182 m²,3,4,3,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-bueno-goiania-go-182m2-id-2865157353/?source=ranking%2Crp
"Apartamento para comprar com 65 m², 2 quartos, 2 banheiros, 1 vaga em
Jardim Goiás - Área I, Goiânia",R$ 590.000,Jardim Goiás - Área I,Goiânia,N/A,65 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-jardim-goias-area-i-goiania-65m2-id-2865306060/?source=ranking%2Crp
"Casa de Vila para comprar com 150 m², 3 quartos, 3 banheiros, 2 vagas em
Vila Redenção, Goiânia",R$ 355.000,Vila Redenção,Goiânia,Rua P 1,150 m²,3,3,2,https://www.zapimoveis.com.br/imovel/venda-casa-de-vila-3-quartos-vila-redencao-goiania-150m2-id-2865277460/?source=ranking%2Crp
"Apartamento para comprar com 63 m², 2 quartos, 2 banheiros, 1 vaga em
Setor Sudoeste, Goiânia",R$ 419.000,Setor Sudoeste,Goiânia,Rua C48,63 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-sudoeste-goiania-63m2-id-2865177264/?source=ranking%2Crp
"Apartamento para comprar com 61 m², 3 quartos, 2 banheiros, 2 vagas em
Setor Sudoeste, Goiânia",R$ 466.849,Setor Sudoeste,Goiânia,Rua C69,61 m²,3,2,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-sudoeste-goiania-61m2-id-2852856056/?source=ranking%2Crp
"Apartamento para comprar com 60-78 m², 2 quartos, 1 banheiro, 1 vaga em
WISH 211",R$ 690.443,WISH 211,N/A,"Rua C211, Jardim América, Goiânia",78 m²,3,1,1,https://www.zapimoveis.com.br/lancamentos/wish-211-id-2835672850/?development_unit_id=2835668935&source=ranking%2Crp
"Apartamento para comprar com 63 m², 3 quartos, 2 banheiros, 1 vaga em
Jardim Ipê, Goiânia",R$ 436.454,Jardim Ipê,Goiânia,Rua JI 1,63 m²,3,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jardim-ipe-goiania-63m2-id-2852860316/?source=ranking%2Crp
"Imóvel para comprar com 250 m², 3 quartos, 3 banheiros, 3 vagas em
Setor Gentil Meireles, Goiânia",R$ 1.000.000,Setor Gentil Meireles,Goiânia,Alameda Cezane,250 m²,3,3,3,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-grande-setor-gentil-meireles-goiania-250m2-id-2865087355/?source=ranking%2Crp
"Apartamento para comprar com 83 m², 3 quartos, 2 banheiros, 1 vaga em
Setor Aeroporto, Goiânia",R$ 687.845,Setor Aeroporto,Goiânia,Rua 17 A,83 m²,3,2,1-2,
"Apartamento para comprar com 60 m², 3 quartos, 2 banheiros, 1 vaga em
Setor Faiçalville, Goiânia",R$ 360.000,Setor Faiçalville,Goiânia,Alameda Abel Soares de Castro,60 m²,3,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-faicalville-goiania-60m2-id-2865330651/?source=ranking%2Crp
"Apartamento para comprar com 76 m², 2 quartos, 2 banheiros, 1 vaga em
Setor Oeste, Goiânia",R$ 550.000,Setor Oeste,Goiânia,Rua R 17,76 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-oeste-goiania-76m2-id-2865346461/?source=ranking%2Crp
"Casa para comprar com 108 m², 3 quartos, 2 banheiros, 2 vagas em
Setor Orientville, Goiânia",R$ 380.000,Setor Orientville,Goiânia,N/A,108 m²,3,2,2,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-setor-orientville-goiania-108m2-id-2865174982/?source=ranking%2Crp
"Casa de condomínio para comprar com 80 m², 2 quartos, 2 banheiros, 2 vagas em
KAZAS JARDINS BELLAGIO",R$ 380.000,KAZAS JARDINS BELLAGIO,N/A,"Avenida Parque Atheneu, Parque Atheneu, Goiânia",80 m²,2,2,2,https://www.zapimoveis.com.br/lancamentos/kazas-jardins-bellagio-id-2835704632/?development_unit_id=2835703732&source=ranking%2Crp
"Apartamento para comprar com 81 m², 3 quartos, 1 banheiro, 2 vagas em
Aeroviário, Goiânia",R$ 750.204,Aeroviário,Goiânia,Rua 610,81 m²,3,1,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-aeroviario-goiania-81m2-id-2852858762/?source=ranking%2Crp
"Apartamento para comprar com 94 m², 3 quartos, 4 banheiros, 2 vagas em
Setor Leste Universitário, Goiânia",R$ 650.000,Setor Leste Universitário,Goiânia,Rua 260,94 m²,3,4,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-leste-universitario-goiania-94m2-id-2865345570/?source=ranking%2Crp
"Apartamento para comprar com 77 m², 3 quartos, 2 banheiros, 1 vaga em
Setor Bueno, Goiânia",R$ 707.794,Setor Bueno,Goiânia,Rua T 53,77 m²,3,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-bueno-goiania-77m2-id-2852857941/?source=ranking%2Crp
"Casa para comprar com 95 m², 2 quartos, 2 banheiros em
Residencial Vereda dos Buritis, Goiânia",R$ 355.000,Residencial Vereda dos Buritis,Goiânia,Rua VB 34,95 m²,2,2,N/A,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-residencial-vereda-dos-buritis-goiania-95m2-id-2865355220/?source=ranking%2Crp
"Apartamento para comprar com 63 m², 2 quartos, 2 banheiros, 1 vaga em
Setor Bueno, Goiânia",R$ 360.000,Setor Bueno,Goiânia,Rua T 36,63 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-setor-bueno-goiania-63m2-id-2865559099/?source=ranking%2Crp
"Apartamento para comprar com 87 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim América, Goiânia",R$ 550.000,Jardim América,Goiânia,Rua C 167,87 m²,3,2,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-america-goiania-87m2-id-2865065390/?source=ranking%2Crp
"Apartamento para comprar com 59-119 m², 2 quartos, 2 banheiros, 1 vaga em
WISH TRINTA E SETE",R$ 622.835,WISH TRINTA E SETE,N/A,"Rua T 37, Setor Bueno, Goiânia",59 m²,2,2,1,https://www.zapimoveis.com.br/lancamentos/wish-trinta-e-sete-id-2821070218/?development_unit_id=2821068638&source=ranking%2Crp
"Apartamento para comprar com 100 m², 3 quartos, 3 banheiros, 2 vagas em
Setor Bueno, Goiânia",R$ 975.000,Setor Bueno,Goiânia,Rua T 30,100 m²,3,3,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-bueno-goiania-100m2-id-2862436253/?source=ranking%2Crp
"Apartamento para comprar com 95 m², 3 quartos, 1 banheiro, 1 vaga em
Setor Bueno, Goiânia",R$ 299.999,Setor Bueno,Goiânia,Rua T 57,95 m²,3,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-bueno-goiania-95m2-id-2865454681/?source=ranking%2Crp
"Apartamento para comprar com 65 m², 2 quartos, 2 banheiros, 1 vaga em
Setor Pedro Ludovico, Goiânia",R$ 785.923,Setor Pedro Ludovico,Goiânia,Rua 1034,65 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-pedro-ludovico-goiania-65m2-id-2852860613/?source=ranking%2Crp
"Flat para comprar com 38 m², 1 quarto, 2 banheiros, 1 vaga em
Setor Oeste, Goiânia",R$ 185.000,Setor Oeste,Goiânia,Avenida República do Líbano,38 m²,1,2,1,https://www.zapimoveis.com.br/imovel/venda-flat-1-quarto-mobiliado-setor-oeste-goiania-38m2-id-2865542804/?source=ranking%2Crp
"Casa para comprar com 160 m², 3 quartos, 4 banheiros, 4 vagas em
Jardim Planalto, Goiânia",R$ 790.000,Jardim Planalto,Goiânia,Rua Monte Castelo,160 m²,3,4,4,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-jardim-planalto-goiania-160m2-id-2865279853/?source=ranking%2Crp
"Apartamento para comprar com 62 m², 2 quartos, 2 banheiros, 1 vaga em
Vila Rosa, Goiânia",R$ 419.644,Vila Rosa,Goiânia,Rua Gentil Pinto,62 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-rosa-goiania-62m2-id-2851976928/?source=ranking%2Crp
"Apartamento para comprar com 71 m², 2 quartos, 2 banheiros, 2 vagas em
SMART PARQUE AREIAO",R$ 650.000,SMART PARQUE AREIAO,N/A,"Rua 1001, Setor Pedro Ludovico, Goiânia",71 m²,2,2,2,https://www.zapimoveis.com.br/lancamentos/smart-parque-areiao-id-2817233664/?development_unit_id=2817231457&source=ranking%2Crp
"Sobrado para comprar com 150 m², 3 quartos, 2 banheiros, 3 vagas em
Jardim Novo Mundo, Goiânia",R$ 630.000,Jardim Novo Mundo,Goiânia,Avenida Monlevade,150 m²,3,2,3,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-piscina-jardim-novo-mundo-goiania-go-150m2-id-2848594226/?source=ranking%2Crp
"Apartamento para comprar com 74-90 m², 2 quartos, 2 banheiros, 1 vaga em
B GREAT NOVA SUICA",R$ 739.121,B GREAT NOVA SUICA,N/A,"Avenida Transbrasiliana, Chácaras Nossa Senhora da Piedade, Goiânia",74 m²,2,2,1,https://www.zapimoveis.com.br/lancamentos/b-great-nova-suica-id-2847154314/?development_unit_id=2849786544&source=ranking%2Crp
"Sala/Conjunto para comprar com 70 m², 1 quarto, 2 banheiros, 2 vagas em
Setor Marista, Goiânia",R$ 2.000.000,Setor Marista,Goiânia,Avenida Portugal,70 m²,1,2,2,https://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-1-quarto-setor-marista-goiania-go-70m2-id-2837307622/?source=ranking%2Crp
"Apartamento para comprar com 118 m², 3 quartos, 3 banheiros, 2 vagas em
Jardim Goiás, Goiânia",R$ 1.250.000,Jardim Goiás,Goiânia,Rua 55,118 m²,3,3,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jardim-goias-goiania-go-118m2-id-2837941631/?source=ranking%2Crp
"Apartamento para comprar com 45 m², 1 quarto, 1 banheiro em
Setor Bueno, Goiânia",R$ 479.139,Setor Bueno,Goiânia,Rua T 37,45 m²,1,1,N/A,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-bueno-goiania-45m2-id-2859502426/?source=ranking%2Crp
"Casa para comprar com 150 m², 3 quartos, 3 banheiros, 2 vagas em
Setor União, Goiânia",R$ 450.000,Setor União,Goiânia,Rua U 54,150 m²,3,3,2,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-setor-uniao-goiania-150m2-id-2865306768/?source=ranking%2Crp
"Apartamento para comprar com 74 m², 3 quartos, 1 banheiro, 1 vaga em
Parque Amazônia, Goiânia",R$ 479.000,Parque Amazônia,Goiânia,Rua Salvador,74 m²,3,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-parque-amazonia-goiania-74m2-id-2854782994/?source=ranking%2Crp
"Lote/Terreno para comprar com 589 m² em
Parque Cidade, Goiânia",R$ 2.200.000,Parque Cidade,Goiânia,Rua CS1,589 m²,N/A,N/A,N/A,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-parque-cidade-goiania-589m2-id-2816154548/?source=ranking%2Crp
"Apartamento para comprar com 47-132 m², 1 quarto, 1 banheiro, 1 vaga em
EMIRATES PARQUE FLAMBOYANT",R$ 619.759,EMIRATES PARQUE FLAMBOYANT,N/A,"Avenida H, Jardim Goiás, Goiânia",47 m²,1,1,1,https://www.zapimoveis.com.br/lancamentos/emirates-parque-flamboyant-id-2800430356/?development_unit_id=2800435116&source=ranking%2Crp
"Imóvel comercial para comprar com 74 m², 3 quartos, 2 banheiros, 2 vagas em
Residencial Santa Fé I, Goiânia",R$ 390.000,Residencial Santa Fé I,Goiânia,Rua de Baixo,74 m²,3,2,2,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-porcelanato-residencial-santa-fe-i-goiania-74m2-id-2852622919/?source=ranking%2Crp
"Apartamento para comprar com 72 m², 2 quartos, 2 banheiros, 1 vaga em
Setor Bueno, Goiânia",R$ 420.000,Setor Bueno,Goiânia,Rua T 51,72 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-setor-bueno-goiania-72m2-id-2852855995/?source=ranking%2Crp
"Casa para comprar com 103 m², 3 quartos, 2 banheiros, 2 vagas em
Residencial Center Ville, Goiânia",R$ 490.000,Residencial Center Ville,Goiânia,Rua CV18,103 m²,3,2,2,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-residencial-center-ville-goiania-103m2-id-2865458259/?source=ranking%2Crp
"Apartamento para comprar com 57 m², 2 quartos, 2 banheiros, 1 vaga em
Setor Bueno, Goiânia",R$ 510.000,Setor Bueno,Goiânia,Rua T 28,57 m²,2,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-setor-bueno-goiania-57m2-id-2843164237/?source=ranking%2Crp
"Casa para comprar com 123 m², 3 quartos, 2 banheiros, 3 vagas em
Residencial Itaipu, Goiânia",R$ 419.999,Residencial Itaipu,Goiânia,Rua RI 1,123 m²,3,2,3,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-residencial-itaipu-goiania-123m2-id-2865142467/?source=ranking%2Crp
"Casa para comprar com 110 m², 3 quartos, 2 banheiros, 2 vagas em
Parque das Flores, Goiânia",R$ 470.000,Parque das Flores,Goiânia,Rua FL8,110 m²,3,2,2,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-parque-das-flores-goiania-110m2-id-2865095366/?source=ranking%2Crp
"Apartamento para comprar com 42-112 m², 2 quartos, 1 banheiro, 1 vaga em
NOW PRACA C8",R$ 325.663,NOW PRACA C8,N/A,"Praça C8, Setor Sudoeste, Goiânia",42 m²,2,1,1,https://www.zapimoveis.com.br/lancamentos/now-praca-c8-id-2821085420/?development_unit_id=2821083071&source=ranking%2Crp
"Apartamento para comprar com 61 m², 3 quartos, 1 banheiro, 1 vaga em
Parque Amazônia, Goiânia",R$ 490.000,Parque Amazônia,Goiânia,Avenida Padre Orlando Morais,61 m²,3,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-parque-amazonia-goiania-61m2-id-2841976531/?source=ranking%2Crp
"Apartamento para comprar com 73 m², 3 quartos, 2 banheiros, 2 vagas em
Parque Amazônia, Goiânia",R$ 475.000,Parque Amazônia,Goiânia,Rua Paritins,73 m²,3,2,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-parque-amazonia-goiania-73m2-id-2865106085/?source=ranking%2Crp
"Casa para comprar com 141 m², 3 quartos, 2 banheiros, 4 vagas em
Residencial Center Ville, Goiânia",R$ 520.000,Residencial Center Ville,Goiânia,Rua CV35,141 m²,3,2,4,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-ambientes-integrados-residencial-center-ville-goiania-141m2-id-2864166715/?source=ranking%2Crp
"Apartamento para comprar com 96 m², 3 quartos, 4 banheiros, 2 vagas em
Jardim Europa, Goiânia",R$ 665.000,Jardim Europa,Goiânia,Rua Puccini,96 m²,3,4,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-jardim-europa-goiania-96m2-id-2545827360/?source=ranking%2Crp
"Lote/Terreno para comprar com 450 m² em
Jardins Zurique, Goiânia",R$ 1.710.000,Jardins Zurique,Goiânia,Avenida Zurique,450 m²,N/A,N/A,N/A,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-churrasqueira-jardins-zurique-goiania-450m2-id-2747170104/?source=ranking%2Crp
"Apartamento para comprar com 157 m², 3 quartos, 4 banheiros em
Setor Bueno, Goiânia",R$ 1.797.437,Setor Bueno,Goiânia,Rua T 38,157 m²,3,4,N/A,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-bueno-goiania-157m2-id-2734683719/?source=ranking%2Crp
